crop_id,class,labeler,note
oh_3918602_-8458759:f36d8f3:2021,tennis,claude-code,
oh_3908282_-8462567:f12032f:2013,unknown,claude-code,
oh_3909139_-8463436:fda52e4:2014,unknown,claude-code,
oh_3908846_-8459179:fba09ed:2012,tennis,claude-code,
oh_3917402_-8474933:f44db95:2022,tennis,claude-code,
oh_3915320_-8458811:f4dbf1c:2011,removed,claude-code,bare ground
oh_3912589_-8464327:f106173:2016,unknown,claude-code,
oh_3918602_-8458759:f88e995:2015,tennis,claude-code,
oh_3908282_-8462567:f344a76:2014,tennis,claude-code,
oh_3913209_-8468421:f24b5a7:2014,unknown,claude-code,
oh_3915569_-8461994:ff7f4ec:2013,tennis,claude-code,
oh_3917305_-8470508:f119247:2019,tennis,claude-code,
oh_3908846_-8459179:fb97fd6:2016,unknown,claude-code,
oh_3908741_-8462895:f6ee336:2013,unknown,claude-code,
oh_3909556_-8456863:f7f2327:2015,unknown,claude-code,
oh_3912431_-8456662:fb4faf8:2011,hybrid,claude-code,
oh_3913488_-8463969:f835f81:2019,tennis,claude-code,
oh_3908590_-8462874:fb195bd:2021,removed,claude-code,worn slab in grass
oh_3909556_-8456863:f4fc21f:2021,unknown,claude-code,
oh_3909556_-8456863:fe2f17f:2016,tennis,claude-code,
oh_3914711_-8458754:f004053:2011,tennis,claude-code,
oh_3918602_-8458759:f36d8f3:2013,pickleball,claude-code,orange pickleball court grid
oh_3915311_-8466972:f00d144:2015,pickleball,claude-code,three pickleball courts in column
oh_3914712_-8464763:fd71aed:2015,tennis,claude-code,
oh_3908015_-8461682:fd098f3:2016,removed,claude-code,cracked slab
oh_3918602_-8458759:fdf6377:2011,tennis,claude-code,
oh_3913883_-8461024:fd49e80:2015,removed,claude-code,
oh_3909865_-8463312:fbc670a:2016,tennis,claude-code,tennis with basketball key
oh_3909546_-8464147:f9b8516:2015,tennis,claude-code,
oh_3909556_-8456863:f7f2327:2014,unknown,claude-code,
oh_3909546_-8464147:f0625c2:2019,removed,claude-code,construction site
oh_3915311_-8466972:f00d144:2019,pickleball,claude-code,three pickleball courts
oh_3909556_-8456863:f479434:2018,tennis,claude-code,
oh_3908846_-8459179:fba09ed:2013,unknown,claude-code,
oh_3908555_-8459768:f658f80:2019,removed,claude-code,
oh_3914712_-8464763:f6e18a9:2017,tennis,claude-code,
oh_3912431_-8456662:fe94873:2016,tennis,claude-code,
oh_3915311_-8466972:f5c1e9f:2013,pickleball,claude-code,three pickleball courts
oh_3909865_-8463312:fbc670a:2014,tennis,claude-code,
oh_3914711_-8458754:f6e2143:2017,unknown,claude-code,
oh_3912431_-8456662:f875907:2018,hybrid,claude-code,
oh_3916667_-8459136:fa81317:2017,unknown,claude-code,
oh_3909556_-8456863:f3b1dd9:2021,hybrid,claude-code,
oh_3908015_-8461682:fd73785:2019,removed,claude-code,basketball court
oh_3909556_-8456863:f3b1dd9:2015,tennis,claude-code,
oh_3909556_-8456863:fe2f17f:2018,unknown,claude-code,
oh_3918602_-8458759:fdf6377:2017,unknown,claude-code,
oh_3909556_-8456863:f7f2327:2016,tennis,claude-code,
oh_3909546_-8464147:f9b8516:2013,tennis,claude-code,
oh_3909556_-8456863:fe2f17f:2012,unknown,claude-code,
oh_3910137_-8462545:f11a104:2022,tennis,claude-code,
oh_3908555_-8459768:f4af1c1:2012,hybrid,claude-code,
oh_3915569_-8461994:ff7f4ec:2015,tennis,claude-code,
oh_3915320_-8458811:f4dbf1c:2015,unknown,claude-code,
oh_3913488_-8463969:f64e340:2013,unknown,claude-code,
oh_3911816_-8455138:fae372c:2013,hybrid,claude-code,
oh_3908015_-8461682:fd73785:2014,unknown,claude-code,
oh_3918602_-8458759:f36d8f3:2019,tennis,claude-code,
oh_3914712_-8464763:fd77452:2019,tennis,claude-code,
oh_3908406_-8462136:f5c8357:2017,removed,claude-code,grass with shed
oh_3908555_-8459768:f65494c:2021,unknown,claude-code,
oh_3912431_-8456662:fb4faf8:2012,hybrid,claude-code,
oh_3908015_-8461682:fd098f3:2021,removed,claude-code,basketball court
oh_3909556_-8456863:f7f2327:2017,unknown,claude-code,
oh_3914711_-8458754:f6e2143:2015,tennis,claude-code,
oh_3912431_-8456662:fa68584:2011,tennis,claude-code,
oh_3908282_-8462567:f344a76:2015,tennis,claude-code,
oh_3909556_-8456863:f7f2327:2013,tennis,claude-code,
oh_3912431_-8456662:fe94873:2012,tennis,claude-code,
oh_3912431_-8456662:fa68584:2016,hybrid,claude-code,
oh_3915569_-8461994:fc34cfd:2021,tennis,claude-code,
oh_3908846_-8459179:fba09ed:2014,unknown,claude-code,
oh_3914711_-8458754:fa14bb0:2017,tennis,claude-code,
oh_3918602_-8458759:fdf6377:2013,hybrid,claude-code,
oh_3908555_-8459768:f65494c:2012,hybrid,claude-code,
oh_3911816_-8455138:f2caa76:2019,tennis,claude-code,
oh_3917402_-8474933:f08335e:2013,unknown,claude-code,
oh_3912589_-8464327:f106173:2018,unknown,claude-code,
oh_3915320_-8458811:f4dbf1c:2013,unknown,claude-code,
oh_3909556_-8456863:f479434:2017,unknown,claude-code,
oh_3908015_-8461682:fd098f3:2020,removed,claude-code,basketball court
oh_3908846_-8459179:fba09ed:2021,unknown,claude-code,
oh_3912431_-8456662:fe94873:2013,tennis,claude-code,
oh_3917305_-8470508:f119247:2018,hybrid,claude-code,
oh_3911334_-8460911:fd09a84:2021,tennis,claude-code,
oh_3911281_-8464175:ff07f62:2012,tennis,claude-code,
oh_3918602_-8458759:fb7b311:2011,tennis,claude-code,
oh_3908015_-8461682:fd098f3:2013,unknown,claude-code,
oh_3913209_-8468421:f6e15eb:2020,unknown,claude-code,
oh_3909865_-8463312:f12161b:2017,unknown,claude-code,
oh_3914381_-8460761:f2cf0ed:2021,unknown,claude-code,
oh_3912589_-8464327:f106173:2022,tennis,claude-code,
oh_3913488_-8463969:f64e340:2019,unknown,claude-code,
oh_3910137_-8462545:f11a104:2012,tennis,claude-code,
oh_3912431_-8456662:fa68584:2018,tennis,claude-code,
oh_3909556_-8456863:f4fc21f:2015,unknown,claude-code,
oh_3912431_-8456662:fad338a:2014,tennis,claude-code,
oh_3917305_-8470508:f760018:2018,tennis,claude-code,
oh_3918602_-8458759:f88e995:2019,tennis,claude-code,
oh_3909556_-8456863:fe2f17f:2015,unknown,claude-code,
oh_3917305_-8470508:f119247:2021,tennis,claude-code,
oh_3912431_-8456662:fa68584:2019,tennis,claude-code,
oh_3913488_-8463969:f293b47:2011,unknown,claude-code,
oh_3910197_-8461058:f0b5b0f:2017,tennis,claude-code,
oh_3910137_-8462545:f11a104:2013,tennis,claude-code,
oh_3909546_-8464147:f521cd9:2017,tennis,claude-code,
oh_3909556_-8456863:f7f2327:2021,removed,claude-code,cracked slab
oh_3917439_-8459248:f0fed64:2019,removed,claude-code,cracked slab in trees
oh_3909556_-8456863:f4fc21f:2014,tennis,claude-code,
oh_3909865_-8463312:fbc670a:2013,tennis,claude-code,
oh_3912431_-8456662:f875907:2022,tennis,claude-code,
oh_3908555_-8459768:f658f80:2012,hybrid,claude-code,
oh_3912431_-8456662:fe94873:2014,tennis,claude-code,
oh_3909556_-8456863:f4fc21f:2019,removed,claude-code,
oh_3909546_-8464147:f0625c2:2012,tennis,claude-code,
oh_3917439_-8459248:f0fed64:2011,removed,claude-code,bare slab
oh_3909556_-8456863:f7f2327:2012,tennis,claude-code,
oh_3918901_-8459899:f37c8e7:2017,tennis,claude-code,
oh_3908383_-8462934:f99ba5e:2016,removed,claude-code,cracked slab in grass
oh_3908555_-8459768:ff6a906:2011,tennis,claude-code,
oh_3915311_-8466972:f00d144:2011,pickleball,claude-code,three pickleball courts
oh_3908555_-8459768:ff6a906:2020,unknown,claude-code,
oh_3912431_-8456662:fe94873:2011,unknown,claude-code,
oh_3908015_-8461682:fd73785:2021,removed,claude-code,basketball court
oh_3910137_-8462545:f11a104:2015,unknown,claude-code,
oh_3908555_-8459768:ff6a906:2019,tennis,claude-code,
oh_3908590_-8462874:fb195bd:2022,unknown,claude-code,
oh_3915569_-8461994:fdb588b:2015,tennis,claude-code,
oh_3909556_-8456863:fb803f0:2015,tennis,claude-code,
oh_3908406_-8462136:f5c8357:2011,tennis,claude-code,
oh_3919046_-8466010:f7f8391:2015,unknown,claude-code,
oh_3914381_-8460761:f2cf0ed:2011,tennis,claude-code,
oh_3911816_-8455138:f2caa76:2011,tennis,claude-code,
oh_3909556_-8456863:f4fc21f:2011,tennis,claude-code,
oh_3909556_-8456863:f3b1dd9:2017,removed,claude-code,grass
oh_3912431_-8456662:f875907:2021,tennis,claude-code,
oh_3914712_-8464763:fd77452:2017,tennis,claude-code,
oh_3910197_-8461058:f31aa34:2022,hybrid,claude-code,
oh_3913488_-8463969:f835f81:2021,tennis,claude-code,
oh_3912431_-8456662:f875907:2017,tennis,claude-code,
oh_3912431_-8456662:fb4faf8:2013,hybrid,claude-code,
oh_3915392_-8458530:f17ea96:2013,removed,claude-code,grass with debris
oh_3908383_-8462934:f99ba5e:2021,hybrid,claude-code,
oh_3913491_-8461064:fe89a47:2019,tennis,claude-code,
oh_3908555_-8459768:ff6a906:2017,unknown,claude-code,
oh_3918602_-8458759:fdf6377:2021,tennis,claude-code,
oh_3914712_-8464763:fd71aed:2019,tennis,claude-code,
oh_3917402_-8474933:f98a9ee:2013,unknown,claude-code,
oh_3914711_-8458754:fa14bb0:2015,tennis,claude-code,
oh_3914712_-8464763:f026383:2019,tennis,claude-code,
oh_3908555_-8459768:f4af1c1:2021,removed,claude-code,ball field
oh_3909546_-8464147:f9f1d6b:2013,tennis,claude-code,
oh_3914175_-8465730:ffeec32:2019,hybrid,claude-code,
oh_3909546_-8464147:f9f1d6b:2020,unknown,claude-code,
oh_3913491_-8461064:f8ee62d:2015,unknown,claude-code,
oh_3910197_-8461058:f31aa34:2016,tennis,claude-code,
oh_3917305_-8470508:fd27ff5:2012,unknown,claude-code,
oh_3909556_-8456863:f3b1dd9:2022,tennis,claude-code,
oh_3913488_-8463969:f293b47:2015,unknown,claude-code,
oh_3909556_-8456863:f479434:2014,tennis,claude-code,
oh_3912589_-8464327:f106173:2014,tennis,claude-code,
oh_3909556_-8456863:fe2f17f:2011,unknown,claude-code,
oh_3913338_-8452374:f36603d:2019,hybrid,claude-code,
oh_4129619_-8477120:ff9d112:2017,tennis,claude-code,
oh_3920625_-8442812:f066d6a:2017,tennis,claude-code,
oh_3937970_-8461735:f736a34:2011,tennis,claude-code,
oh_3913005_-8451561:ff3ff31:2011,hybrid,claude-code,
oh_3919868_-8457558:f59adaf:2015,unknown,claude-code,
oh_3931611_-8457137:f2ca9ff:2021,removed,claude-code,
oh_4040781_-8478409:f6f4ed6:2012,unknown,claude-code,
oh_3911063_-8451065:f765d27:2021,unknown,claude-code,
oh_3937257_-8450865:fd333b0:2021,tennis,claude-code,
oh_3912329_-8446671:fb9aacc:2011,unknown,claude-code,
oh_3914438_-8445142:fc91a26:2013,tennis,claude-code,
oh_3916012_-8444239:f8a6122:2011,removed,claude-code,
oh_3911603_-8441090:f050b45:2011,unknown,claude-code,
oh_4144992_-8476269:f6c037a:2019,tennis,claude-code,
oh_3912846_-8450078:f494548:2018,hybrid,claude-code,
oh_3938814_-8456894:f6aaa21:2019,tennis,claude-code,
oh_3910279_-8449653:fa601e3:2019,tennis,claude-code,
oh_3932452_-8453353:f78b2da:2015,removed,claude-code,
oh_3914020_-8443910:fc7f445:2013,unknown,claude-code,
oh_3912846_-8450078:fe1b773:2012,tennis,claude-code,
oh_3927159_-8457489:f2fe92b:2019,tennis,claude-code,
oh_4040781_-8478409:fd94112:2021,tennis,claude-code,
oh_3909546_-8464147:f9b8516:2011,tennis,claude-code,
oh_3911603_-8441090:f8c4202:2020,tennis,claude-code,
oh_3915399_-8452335:f313f63:2013,unknown,claude-code,
oh_3936673_-8445925:f64953e:2015,unknown,claude-code,
oh_3937970_-8461735:f736a34:2019,tennis,claude-code,
oh_3925751_-8441934:f72377e:2013,hybrid,claude-code,
oh_3923431_-8447041:fe1e0e3:2021,tennis,claude-code,
oh_3934001_-8458543:faa7155:2013,tennis,claude-code,
oh_3914599_-8439976:f93895a:2011,tennis,claude-code,
oh_4146819_-8456873:fe9ca58:2015,tennis,claude-code,
oh_3927159_-8457489:f567add:2019,tennis,claude-code,
oh_3915569_-8461994:fdb588b:2011,tennis,claude-code,
oh_3918285_-8443055:ff5f279:2013,tennis,claude-code,
oh_3950944_-8472593:f7bbf6a:2015,hybrid,claude-code,
oh_3953092_-8443262:f82ebcb:2019,tennis,claude-code,
oh_3920420_-8439547:f69fa62:2013,tennis,claude-code,
oh_3908555_-8459768:ff6a906:2018,removed,claude-code,
oh_3917992_-8442930:fa5d6ee:2013,hybrid,claude-code,
oh_3929706_-8460864:ff2a409:2011,unknown,claude-code,
oh_4086721_-8460590:f64e9fd:2011,tennis,claude-code,
oh_3914599_-8439976:fed07e3:2019,hybrid,claude-code,
oh_3929968_-8448874:f85f221:2017,unknown,claude-code,
oh_3927740_-8444537:fcc529a:2015,hybrid,claude-code,
oh_3923302_-8460472:f49380a:2011,tennis,claude-code,
oh_3923609_-8447074:f551491:2017,unknown,claude-code,
oh_3938895_-8443615:f1258a0:2015,tennis,claude-code,
oh_3948866_-8473374:f7cb8e4:2011,removed,claude-code,
oh_3913005_-8451561:f65fa0d:2019,tennis,claude-code,
oh_3948866_-8473374:f7cb8e4:2019,hybrid,claude-code,
oh_3911603_-8441090:f5b2e86:2020,hybrid,claude-code,
oh_4144992_-8476269:fa0a835:2017,tennis,claude-code,
oh_3912850_-8444772:f27132c:2011,unknown,claude-code,
oh_3912916_-8445396:f81cc58:2021,tennis,claude-code,
oh_3921126_-8450752:fdcc11c:2015,removed,claude-code,
oh_3915429_-8447109:fe5c27a:2019,tennis,claude-code,
oh_3937970_-8461735:f0c7bb0:2019,hybrid,claude-code,
oh_3931035_-8450494:fdc3063:2011,tennis,claude-code,
oh_3953190_-8444846:f15bd0c:2021,unknown,claude-code,
oh_3932977_-8441859:fcbd326:2017,tennis,claude-code,
oh_3934001_-8458543:f00746a:2015,pickleball,claude-code,
oh_4011341_-8463104:fcf032d:2011,tennis,claude-code,
oh_3917045_-8449215:f3b8de2:2013,unknown,claude-code,
oh_3938895_-8443615:f29c4a5:2013,hybrid,claude-code,
oh_3911603_-8441090:f15ddaa:2016,hybrid,claude-code,
oh_3947949_-8448595:f1286fa:2021,unknown,claude-code,
oh_3914393_-8441519:fe02b06:2017,unknown,claude-code,
oh_3923431_-8447041:fac6e98:2011,tennis,claude-code,
oh_3926833_-8440543:fa4b101:2013,tennis,claude-code,
oh_3934848_-8444274:f6d71b2:2021,tennis,claude-code,
oh_3914438_-8445142:faf1280:2013,tennis,claude-code,
oh_4048702_-8463740:fd46f55:2011,tennis,claude-code,
oh_3911603_-8441090:fa156d5:2021,tennis,claude-code,
oh_3914020_-8443910:fb92570:2019,tennis,claude-code,
oh_3912429_-8442980:f89531c:2014,tennis,claude-code,
oh_3942221_-8449526:f708688:2017,unknown,claude-code,
oh_3913488_-8463969:f18d529:2011,tennis,claude-code,
oh_4055199_-8454826:fc96191:2011,unknown,claude-code,
oh_3948047_-8466560:f059c20:2017,unknown,claude-code,
oh_4086721_-8460590:ff3d7d2:2011,tennis,claude-code,
oh_3917150_-8440476:fbbd56e:2021,tennis,claude-code,
oh_3919868_-8457558:fe3876d:2015,unknown,claude-code,
oh_3953092_-8443262:f66963f:2021,tennis,claude-code,
oh_3927351_-8446187:f18bdc6:2011,unknown,claude-code,
oh_3923908_-8455635:feb7894:2015,tennis,claude-code,
oh_3923609_-8447074:f1786e4:2019,tennis,claude-code,
oh_3917150_-8440476:f315052:2021,tennis,claude-code,
oh_3927753_-8456662:f735b19:2021,removed,claude-code,
oh_3914712_-8464763:f973d68:2015,tennis,claude-code,
oh_3933352_-8453245:f2e8594:2013,removed,claude-code,
oh_3940389_-8463511:f1a75fd:2017,unknown,claude-code,
oh_3915443_-8449093:f3da049:2011,tennis,claude-code,
oh_3932818_-8452135:fe03def:2019,tennis,claude-code,
oh_3913401_-8446908:fb2439a:2017,unknown,claude-code,
oh_3924100_-8440516:fb7500a:2017,tennis,claude-code,
oh_4048702_-8463740:fe0ba84:2011,tennis,claude-code,
oh_3914020_-8443910:f8bedd2:2021,removed,claude-code,
oh_3942909_-8455466:faeb252:2011,tennis,claude-code,
